Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
1	3L	13054008	13057245	4.364022731781	13055524	4.210828556734	FBgn0036345	5712	FBgn0010452	32696
2	2L	5471805	5477266	4.334775447845	5474188	3.993657231331	FBgn0005511	12547	FBgn0005511	12547
3	3L	15675069	15679706	4.253640651703	15676844	4.084460576375	FBgn0041160	11736	FBgn0041160	11736
4	X	20526777	20529811	4.112978935242	20528107	3.927114767187	FBgn0031129	18529	FBgn0003300	22990
5	2R	7051815	7054952	4.030236244202	7053508	3.613815924701	FBgn0000577	9391	FBgn0000577	9391
6	2L	3613679	3617245	3.943976402283	3615542	3.785820119521	FBgn0015663	3750	FBgn0002985	8794
7	X	20501020	20507404	3.922668933868	20502476	3.591529518366	FBgn0003300	2641	FBgn0003300	2641
8	2R	15579360	15584156	3.903871059418	15581623	3.639782456791	FBgn0004364	44751	FBgn0004364	44751
9	3R	27529066	27532015	3.854779243469	27530745	3.584630995989	FBgn0054046	4109	FBgn0039867	31919
10	2L	17261717	17265369	3.797461986542	17262705	3.48596572876	FBgn0032629	6044	FBgn0032633	117371
11	2R	20557336	20560236	3.774488449097	20558756	3.668711213505	FBgn0001147	1171	FBgn0001148	10824
12	2L	17735792	17740609	3.752794265747	17739119	3.466814013088	FBgn0015609	3669	FBgn0032646	242081
13	3R	2682652	2686785	3.691271781921	2685053	3.678468614817	FBgn0001077	4993	FBgn0001077	4993
14	3R	2669875	2672773	3.643972873688	2671457	3.462604045868	FBgn0003339	4429	FBgn0001077	18589
15	X	6936863	6939477	3.612511634827	6938339	3.519460734199	FBgn0029933	4950	FBgn0029933	4950
16	3L	13350959	13353747	3.561165332794	13352139	3.188005531535	FBgn0036349	393	FBgn0036349	393
17	3R	8077236	8079722	3.555084705353	8078640	3.264681434631	FBgn0038008	1269	FBgn0037992	124721
18	3L	14114406	14121293	3.538116931915	14119100	3.290678332834	FBgn0042630	22517	FBgn0000411	24779
19	2R	2950651	2952547	3.495830059052	2951077	3.204434967041	FBgn0033169	1429	FBgn0033179	27467
20	2R	15564389	15569068	3.484591960907	15566869	3.393241971731	FBgn0034480	47019	FBgn0004364	59505
21	3L	18260848	18263303	3.480037689209	18261784	3.255456924438	FBgn0036784	2147	FBgn0011706	101878
22	3R	18711194	18714600	3.478984355927	18712742	3.229639410973	FBgn0017590	12282	FBgn0039013	160120
23	X	8497897	8500970	3.46218252182	8499586	3.32142919302	FBgn0004102	3700	FBgn0004102	3700
24	2R	9075667	9087475	3.460595607758	9080697	3.156295835972	FBgn0033856	6245	FBgn0033856	6245
25	3R	4113591	4116099	3.437175750732	4114864	3.065490890952	FBgn0037562	1203	FBgn0037568	16116
26	3R	2687108	2692474	3.42254114151	2689793	3.083831532796	FBgn0001077	253	FBgn0001077	253
27	X	15515803	15519655	3.408858776093	15518426	3.32863036324	FBgn0030667	3326	FBgn0030671	19636
28	2L	4366778	4370518	3.388123035431	4368816	2.975622296333	FBgn0026319	3174	FBgn0026319	3174
29	2L	15314722	15317187	3.374597549438	15316062	3.277404853276	FBgn0041103	227	FBgn0001981	13731
30	2L	19861366	19864051	3.303200006485	19862862	2.877403438091	FBgn0032826	476	FBgn0043021	50519
31	3R	1552729	1554838	3.284082889557	1553867	3.110590904951	FBgn0037368	5396	FBgn0037372	26628
32	2L	7309077	7312764	3.281366348267	7310368	3.26065158844	FBgn0004009	3207	FBgn0004009	3207
33	2R	19079743	19083049	3.257660865784	19080898	3.001397514343	FBgn0015903	8401	FBgn0015903	8401
34	3R	26586306	26593494	3.257647752762	26588088	3.146380007267	FBgn0004606	3560	FBgn0003720	89949
35	2L	13866869	13870813	3.247417449951	13869603	3.00504976511	FBgn0028532	20191	FBgn0051842	34565
36	3R	18963320	18965651	3.232526779175	18964527	3.000682681799	FBgn0004644	3354	FBgn0051457	10821
37	3R	4849377	4854076	3.21682882309	4850617	3.005712628365	FBgn0015014	4878	FBgn0015014	4878
38	3R	4100116	4104885	3.187697410583	4103481	2.996851275949	FBgn0010433	33	FBgn0037561	7877
39	X	1679003	1681653	3.157392978668	1680277	2.972145080566	FBgn0029591	1539	FBgn0029591	1539
