Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
1	2L	15470356	15484873	5.066740989685	15482338	4.706767951741	FBgn0020371	1641	FBgn0003448	8140
2	X	438736	454676	4.568598270416	449653	4.243918699377	FBgn0003986	1790	FBgn0003986	1790
3	X	7163138	7171798	4.435361862183	7165950	4.095966974894	FBgn0029943	3026	FBgn0024250	12773
4	3L	1441691	1448708	4.377258777618	1445592	4.13201379776	FBgn0004635	1732	FBgn0004635	1732
5	X	15479329	15482455	4.373597145081	15481077	4.300381958485	FBgn0030663	2849	FBgn0003463	20600
6	2L	20462426	20477811	4.357594490051	20473909	4.180272638798	FBgn0046834	1180	FBgn0046834	1180
7	2R	16553529	16557775	4.296790122986	16556121	3.766394615173	FBgn0003391	8620	FBgn0003391	8620
8	2R	9069503	9088513	4.213128566742	9085779	4.162700092091	FBgn0033857	4357	FBgn0033856	11327
9	2L	19150346	19162975	4.177241802216	19150915	3.966111519757	FBgn0010300	21180	FBgn0032762	21560
10	3R	15163147	15179704	4.168733596802	15176242	3.920535311979	FBgn0038697	24229	FBgn0000463	24307
11	3R	4854498	4866995	4.113018035889	4863614	3.611302740434	FBgn0002932	1575	FBgn0002932	1575
12	3R	25126564	25136679	4.105248451233	25134678	3.649513032701	FBgn0015622	10688	FBgn0003525	53176
13	2L	86029	93407	4.090495586395	90240	3.826866570641	FBgn0002931	2858	FBgn0002931	2858
14	2R	2082679	2091627	4.058420658112	2085496	3.817324189579	FBgn0033076	27295	FBgn0041145	36822
15	2L	5869430	5873327	4.048583984375	5871202	3.82372934678	FBgn0031745	8279	FBgn0031740	68947
16	2L	9986727	9994883	4.048296928406	9988419	3.691564335543	FBgn0040965	3762	FBgn0040965	3762
17	3L	720915	741234	4.038353919983	723593	3.685078978539	FBgn0035160	941	FBgn0000575	9345
18	3L	20329997	20341761	4.033563613892	20336733	3.58191947376	FBgn0028978	1284	FBgn0028978	1284
19	2L	9452089	9456415	4.019063472748	9454532	3.612413853407	FBgn0053723	13792	FBgn0002973	17019
20	3L	21075399	21081756	4.009922981262	21080000	3.539334858165	FBgn0037051	10118	FBgn0037051	10118
21	2R	17904377	17920244	3.992786884308	17916140	3.660362780094	FBgn0053200	93	FBgn0053200	93
22	2L	4888105	4894257	3.989206790924	4889540	3.30629269282	FBgn0031644	455	FBgn0031645	2575
23	2R	6912489	6917898	3.977728843689	6916531	3.766343295574	FBgn0050506	783	FBgn0082585	3194
24	3L	14111459	14121631	3.97759437561	14119100	3.605252041536	FBgn0042630	22517	FBgn0000411	24779
25	3R	8889085	8901489	3.921152114868	8896087	3.721930167254	FBgn0004666	12606	FBgn0003308	37828
26	X	13511912	13514747	3.908935546875	13514193	3.475652122498	FBgn0030510	140	FBgn0030510	140
27	2L	1515937	1520144	3.853823661804	1518096	3.487576723099	FBgn0001174	88	FBgn0001174	88
28	3R	24682195	24688368	3.830730438232	24685191	3.30420589447	FBgn0028373	276	FBgn0028373	276
29	2L	18646715	18650140	3.821129798889	18648685	3.518542850719	FBgn0032693	228	FBgn0032693	228
30	2L	17741570	17754120	3.81969499588	17744961	3.403356888715	FBgn0015609	9511	FBgn0032646	247923
31	3R	13872756	13877635	3.81788444519	13875948	3.634315659018	FBgn0010389	2758	FBgn0010389	2758
32	2R	2887536	2894460	3.790758132935	2892505	3.469196885824	FBgn0033159	1177	FBgn0033159	1177
33	2R	18693582	18700566	3.789782524109	18695530	3.388830423355	FBgn0034833	3522	FBgn0003062	113210
34	2L	4362566	4376026	3.777094841003	4370334	3.48078611162	FBgn0026319	1656	FBgn0026319	1656
