Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
1	3R	4523707	4527530	3.60446023941	4525080	3.424714893103	FBgn0001180	1540	FBgn0001180	1540
2	2R	5495413	5499488	2.851078987122	5498046	2.782756973715	FBgn0024923	2928	FBgn0024923	2928
3	2L	3832690	3835303	2.764119625092	3833993	2.587003427393	FBgn0004567	2849	FBgn0004567	2849
4	3R	4517969	4521687	2.753491401672	4520476	2.447595000267	FBgn0001180	3064	FBgn0001180	3064
5	X	18136732	18139891	2.740364074707	18138419	2.537307888269	FBgn0004956	3343	FBgn0004956	3343
6	3L	4674780	4679326	2.719952106476	4677535	2.512278669021	FBgn0042199	991	FBgn0042199	991
7	3L	14137168	14139738	2.719772815704	14138835	2.593025716146	FBgn0000411	5044	FBgn0000411	5044
8	2L	11454541	11456940	2.698329925537	11455708	2.554475307465	FBgn0004579	10105	FBgn0004579	10105
9	2L	12088051	12090520	2.695521354675	12089482	2.414125263691	FBgn0003145	3690	FBgn0003145	3690
10	2R	20729036	20733650	2.654294013977	20730481	2.131954484516	FBgn0001325	3734	FBgn0001325	3734
11	2R	15173113	15178288	2.653846740723	15176801	2.364082309935	FBgn0067695	207	FBgn0067695	207
12	3R	26674221	26679348	2.537418365479	26676047	2.31216609478	FBgn0003720	1990	FBgn0003720	1990
13	X	2293100	2296318	2.520904541016	2294852	2.296405371498	FBgn0003714	5280	FBgn0004050	9073
14	2L	13224348	13231019	2.453129768372	13227357	2.119704527013	FBgn0032490	496	FBgn0032489	2151
15	2L	14488252	14491719	2.42699098587	14489285	2.032429758708	FBgn0005771	1577	FBgn0005771	1577
16	2L	12080334	12083510	2.36083316803	12081344	2.266877651215	FBgn0003145	4448	FBgn0003145	4448
17	3L	14114039	14120097	2.33130979538	14115290	2.100614905357	FBgn0042630	18707	FBgn0000411	28589
18	3R	9702386	9706496	2.32301235199	9705612	2.052880203023	FBgn0008646	5711	FBgn0000576	21969
