Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
1	X	445265	453134	4.124135017395	449731	3.838242586921	FBgn0003986	1868	FBgn0003986	1868
2	X	7163231	7170707	4.123785018921	7165950	3.801870791117	FBgn0029943	3026	FBgn0024250	12773
3	3L	1442887	1448592	3.819344520569	1445516	3.491374611855	FBgn0004635	1808	FBgn0004635	1808
4	X	11676511	11681921	3.803735733032	11678619	3.299676213946	FBgn0030340	1483	FBgn0030350	42598
5	X	15479227	15482548	3.595629692078	15480922	3.443744301796	FBgn0030663	2694	FBgn0003463	20445
6	2R	9074288	9088091	3.56734085083	9085743	3.30930018425	FBgn0033857	4393	FBgn0033856	11291
7	3L	19525473	19530447	3.51309299469	19527697	3.218989147859	FBgn0067680	2702	FBgn0067680	2702
8	3R	15174573	15178014	3.487524032593	15176242	3.259317313924	FBgn0038697	24229	FBgn0000463	24307
9	2L	15472445	15483837	3.454395771027	15482013	3.260138175067	FBgn0020371	1316	FBgn0003448	7815
10	2R	7308416	7313091	3.436923980713	7310307	2.987777513616	FBgn0033652	4031	FBgn0033652	4031
11	3R	21860001	21863981	3.425169467926	21861908	3.31184535868	FBgn0002633	852	FBgn0002633	852
12	3L	7881853	7887272	3.404295444489	7883307	2.988643982831	FBgn0003041	2591	FBgn0003041	2591
13	2R	2890835	2894603	3.392269134521	2892644	3.022243303411	FBgn0033159	1038	FBgn0033159	1038
14	2R	17051396	17055004	3.354248046875	17053048	3.054660853218	FBgn0050283	4893	FBgn0010415	64298
15	3L	14929240	14935815	3.352457046509	14933463	2.970830721014	FBgn0026320	1143	FBgn0026320	1143
16	2L	5869467	5872977	3.335140705109	5871202	3.08092324874	FBgn0031745	8279	FBgn0031740	68947
17	2L	16318297	16322643	3.318066596985	16319590	2.998206447153	FBgn0000250	2440	FBgn0000250	2440
18	3R	21847368	21854297	3.293168067932	21850499	2.835652977228	FBgn0002629	284	FBgn0002629	284
19	X	6878909	6887636	3.290106773376	6882432	2.799243100484	FBgn0029931	3412	FBgn0029931	3412
20	2R	1700624	1705021	3.265280008316	1703842	3.104175716639	FBgn0033068	447	FBgn0033068	447
21	X	6666545	6669697	3.240699291229	6668426	2.856301546097	FBgn0029907	65	FBgn0029907	65
22	3R	8894754	8899385	3.217920303345	8896087	3.045401853674	FBgn0004666	12606	FBgn0003308	37828
23	2L	14260482	14263898	3.186222076416	14262065	2.806974354912	FBgn0004002	1457	FBgn0028529	93015
24	X	7140707	7143683	3.164246082306	7142389	2.972200814415	FBgn0025549	5849	FBgn0025549	5849
25	2R	13315396	13319815	3.125432491302	13316724	2.854351043701	FBgn0004586	928	FBgn0004586	928
26	3L	14113929	14117865	3.118121623993	14115290	2.854177415371	FBgn0042630	18707	FBgn0000411	28589
27	3L	4674391	4679326	3.096526145935	4677535	2.739037121043	FBgn0042199	991	FBgn0042199	991
28	3R	13905701	13908805	3.083036899567	13907129	3.033465946422	FBgn0038566	286	FBgn0038566	286
29	2L	18610312	18614092	3.059679985046	18611976	2.74646579518	FBgn0032692	20	FBgn0032693	36937
30	2R	11303283	11307065	3.050688743591	11305521	2.930195808411	FBgn0050321	2666	FBgn0050089	63260
31	3R	9539787	9543774	3.050061225891	9541470	2.972766427433	FBgn0054044	1544	FBgn0038175	2418
32	3R	10503861	10507422	3.027645111084	10505591	3.015961223178	FBgn0038252	16426	FBgn0051314	17466
33	2L	13224348	13230975	3.02286529541	13227285	2.732168814715	FBgn0032490	568	FBgn0032489	2079
34	2R	11404778	11407727	2.992923736572	11406110	2.493693379795	FBgn0003425	393	FBgn0003425	393
35	3R	14810016	14814686	2.914627075195	14813496	2.594749546051	FBgn0026239	3749	FBgn0026239	3749
36	3L	14416253	14421207	2.906708240509	14417888	2.562637090683	FBgn0036424	35297	FBgn0036424	35297
37	3R	19018031	19022620	2.899522781372	19019172	2.473980784416	FBgn0039061	10530	FBgn0039066	58094
38	3R	20120418	20124849	2.897264480591	20123424	2.921859264374	FBgn0000368	2286	FBgn0000368	2286
39	2R	3001448	3004612	2.894295692444	3002447	2.76290500164	FBgn0015930	771	FBgn0015930	771
40	3L	22068015	22071121	2.891648769379	22069747	2.535374939442	FBgn0037153	210	FBgn0000100	59864
41	2L	11969734	11972535	2.871253490448	11971231	2.376615345478	FBgn0041606	137	FBgn0032390	18733
42	2L	9987111	9995125	2.868898868561	9988292	2.617150187492	FBgn0040965	3635	FBgn0040965	3635
43	3L	17613406	17619593	2.867341041565	17615507	2.592325715458	FBgn0052179	4028	FBgn0052179	4028
44	2R	15586754	15588795	2.864485740662	15587252	2.535200238228	FBgn0004364	39122	FBgn0004364	39122
