Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
1	X	447880	451552	3.361083984375	449653	3.072174801546	FBgn0003986	1790	FBgn0003986	1790
2	X	7164743	7168191	3.345254898071	7165950	2.962787246704	FBgn0029943	3026	FBgn0024250	12773
3	X	11676829	11680218	3.119333267212	11678619	2.70312840598	FBgn0030340	1483	FBgn0030350	42598
4	3L	1444310	1446810	2.986612319946	1445516	2.684122800827	FBgn0004635	1808	FBgn0004635	1808
5	X	15479579	15482300	2.903668880463	15480846	2.752559789022	FBgn0030663	2618	FBgn0003463	20369
6	2R	2891448	2894367	2.75193977356	2892644	2.339909329134	FBgn0033159	1038	FBgn0033159	1038
7	3R	15174881	15177281	2.722270488739	15176242	2.335654623368	FBgn0038697	24229	FBgn0000463	24307
8	2L	15472804	15478925	2.700701713562	15475983	2.338161230087	FBgn0003448	1785	FBgn0003448	1785
9	3R	21860251	21863624	2.697700500488	21861908	2.631780287799	FBgn0002633	852	FBgn0002633	852
10	3L	19525671	19528762	2.657214164734	19527697	2.344184763291	FBgn0067680	2702	FBgn0067680	2702
11	2L	5869763	5872378	2.655614852905	5871202	2.40755036298	FBgn0031745	8279	FBgn0031740	68947
12	X	6881111	6883577	2.651979446411	6882432	2.073052247365	FBgn0029931	3412	FBgn0029931	3412
13	3L	7882275	7884859	2.620707511902	7883389	2.239621667301	FBgn0003041	2509	FBgn0003041	2509
14	2R	9081356	9087710	2.554251670837	9085779	2.469814749325	FBgn0033857	4357	FBgn0033856	11327
15	2L	16318435	16320556	2.529781341553	16319590	2.308447950027	FBgn0000250	2440	FBgn0000250	2440
16	2L	15480515	15483403	2.514190196991	15482013	2.366855677436	FBgn0020371	1316	FBgn0003448	7815
17	3L	14932396	14935455	2.488724708557	14933498	2.146014494054	FBgn0026320	1108	FBgn0026320	1108
18	2R	11304369	11306762	2.478823184967	11305521	2.196743011475	FBgn0050321	2666	FBgn0050089	63260
19	2R	7309217	7312757	2.472108840942	7310307	2.160388245302	FBgn0033652	4031	FBgn0033652	4031
20	X	7141043	7143356	2.460762023926	7142389	2.214583789601	FBgn0025549	5849	FBgn0025549	5849
21	3R	8894977	8899177	2.391353607178	8896087	2.205611649682	FBgn0004666	12606	FBgn0003308	37828
22	2R	1700944	1704924	2.381904602051	1703842	2.291027218103	FBgn0033068	447	FBgn0033068	447
23	3R	13905852	13908473	2.362923622131	13907129	2.302307521596	FBgn0038566	286	FBgn0038566	286
24	3R	21849270	21851440	2.362587451935	21850499	2.049151957035	FBgn0002629	284	FBgn0002629	284
25	X	6666976	6669554	2.362560272217	6668377	2.086232483387	FBgn0029907	114	FBgn0029907	114
26	2L	9987386	9990643	2.338851928711	9988454	1.902639389038	FBgn0040965	3797	FBgn0040965	3797
27	2L	13224685	13228642	2.326529026031	13227321	2.002233336954	FBgn0032490	532	FBgn0032489	2115
28	2L	18610888	18612849	2.315017700195	18611976	1.95721357009	FBgn0032692	20	FBgn0032693	36937
29	3R	9539991	9542555	2.311305999756	9541470	2.268075185664	FBgn0054044	1544	FBgn0038175	2418
30	2L	14260853	14263274	2.305968761444	14262065	2.083766740911	FBgn0004002	1457	FBgn0028529	93015
31	3L	4674711	4679044	2.277273654938	4677460	1.830455106847	FBgn0042199	1066	FBgn0042199	1066
32	3L	14114305	14116381	2.241228580475	14115290	1.968453228474	FBgn0042630	18707	FBgn0000411	28589
33	3L	14416797	14419069	2.227783203125	14418047	1.905466645956	FBgn0036424	35456	FBgn0036424	35456
34	2R	13315396	13317838	2.227488517761	13316724	2.132766842842	FBgn0004586	928	FBgn0004586	928
35	2R	19079966	19082135	2.225774765015	19080898	2.01382261912	FBgn0015903	8401	FBgn0015903	8401
36	2R	17051564	17054770	2.204688072205	17052866	2.088062118081	FBgn0050283	4711	FBgn0010415	64116
37	3R	20122465	20124714	2.191017627716	20123424	2.104332250707	FBgn0000368	2286	FBgn0000368	2286
38	X	13060929	13062714	2.184678077698	13061798	1.644687596489	FBgn0052639	8662	FBgn0052639	8662
39	3R	15166744	15168514	2.181250572205	15167705	1.719630479813	FBgn0000463	15770	FBgn0000463	15770
40	2L	8841215	8843224	2.175276756287	8842159	1.83581466145	FBgn0029123	16534	FBgn0029123	16534
41	2R	9075509	9080905	2.122116565704	9077395	1.926349275252	FBgn0033856	2943	FBgn0033856	2943
42	3L	22068474	22070809	2.10976600647	22069747	1.720082521439	FBgn0037153	210	FBgn0000100	59864
43	2R	11405152	11407108	2.109266281128	11406150	1.70205783844	FBgn0003425	433	FBgn0003425	433
44	3R	10504319	10506809	2.095291137695	10505524	2.078653468026	FBgn0038252	16359	FBgn0051314	17533
45	3R	14812502	14814546	2.058123111725	14813496	1.869857978821	FBgn0026239	3749	FBgn0026239	3749
46	2L	1075517	1078007	2.013068199158	1076565	1.720166385174	FBgn0003310	1246	FBgn0003310	1246
47	3L	17613690	17616459	2.009697437286	17615507	1.71306329615	FBgn0052179	4028	FBgn0052179	4028
48	2L	11970353	11972183	2.009164333344	11971231	1.586830914021	FBgn0041606	137	FBgn0032390	18733
49	3R	9118243	9120630	1.983158111572	9119187	1.645331046161	FBgn0038134	267	FBgn0038134	267
50	2R	16757379	16759695	1.981545448303	16758362	1.82825763409	FBgn0034606	173	FBgn0034606	173
51	2R	3001691	3003595	1.97945022583	3002547	1.900463994344	FBgn0015930	871	FBgn0015930	871
52	2R	17030567	17032798	1.97477388382	17031418	1.732215152067	FBgn0003731	831	FBgn0010415	42668
53	2L	19332736	19335093	1.959650039673	19334201	1.75014102459	FBgn0024245	24952	FBgn0024245	24952
54	2L	8831519	8833536	1.950058937073	8832485	1.719279625837	FBgn0029123	6860	FBgn0029123	6860
55	3R	19018296	19020135	1.941777229309	19019172	1.668433427811	FBgn0039061	10530	FBgn0039066	58094
56	3L	14936612	14941529	1.936211585999	14938486	1.695390028112	FBgn0000216	558	FBgn0000216	558
57	X	15457966	15459810	1.903195858002	15458794	1.579810969035	FBgn0003463	1683	FBgn0003463	1683
58	3L	5809030	5810856	1.895176887512	5809985	1.446682425106	FBgn0003984	9576	FBgn0035640	22955
59	2R	15586754	15588323	1.879600524902	15587252	1.722490906715	FBgn0004364	39122	FBgn0004364	39122
60	3R	297549	299272	1.869595527649	298368	1.449022610982	FBgn0051523	6460	FBgn0037255	12395
61	X	439951	444055	1.868224143982	441063	1.839028775692	FBgn0003986	6800	FBgn0003986	6800
62	X	11166720	11169068	1.860970973969	11168048	1.509641223484	FBgn0003411	484	FBgn0003411	484
63	2R	7969198	7972115	1.859001159668	7971004	1.833837926388	FBgn0010238	1906	FBgn0010238	1906
64	3R	5416095	5418172	1.811918258667	5417190	1.663658078512	FBgn0037720	157	FBgn0037719	481
65	3R	5499749	5501870	1.809645652771	5500699	1.563228607178	FBgn0037727	546	FBgn0037728	2954
66	3L	15989763	15991484	1.803573608398	15990629	1.585373580456	FBgn0044028	1890	FBgn0044028	1890
67	2R	2084368	2086439	1.801802158356	2085348	1.609875230228	FBgn0033076	27443	FBgn0041145	36970
68	2R	8962882	8964670	1.789025306702	8963886	1.612293804393	FBgn0050062	1641	FBgn0050062	1641
69	3R	16368012	16370166	1.788593292236	16369373	1.562061429024	FBgn0053192	8646	FBgn0043457	14279
70	3R	27046888	27049954	1.78179359436	27048949	1.531497180462	FBgn0039831	2523	FBgn0039831	2523
71	2L	2999738	3001889	1.77917432785	3000793	1.394398885615	FBgn0025681	7829	FBgn0002989	8032
72	3L	20999540	21002363	1.777370929718	21000692	1.573812901974	FBgn0053285	22151	FBgn0037044	38956
73	2R	16053067	16055021	1.775765419006	16054230	1.41073252173	FBgn0034514	102	FBgn0034514	102
74	2R	18713398	18715475	1.771842002869	18714572	1.545450547162	FBgn0034834	4567	FBgn0003062	132252
75	3L	9002232	9004341	1.770273208618	9003221	1.622288584709	FBgn0035956	8865	FBgn0028789	12103
76	3R	21835325	21837648	1.748530387878	21836204	1.364373981953	FBgn0002732	481	FBgn0002732	481
77	2R	16554866	16557184	1.7372174263	16555753	1.698878680958	FBgn0003391	8988	FBgn0003391	8988
78	3L	15197613	15202096	1.733877658844	15200666	1.475367039442	FBgn0029114	234	FBgn0029114	234
79	3L	18553108	18554386	1.72060585022	18554049	1.376770583066	FBgn0036791	27	FBgn0036800	33904
80	X	4891417	4894839	1.717181682587	4892406	1.344775795937	FBgn0003028	1128	FBgn0004368	108037
