Interval	Chr	Bound_Region_Start	Bound_Region_Stop	Bound_Region_Score	Peak_start	Peak_score	Closest_gene	Closest_gene_dist	Closest_transcribed_gene	Closest_transcribed_gene_dist
1	3R	4523824	4527324	3.189554691315	4525193	3.024525225163	FBgn0037612	1511	FBgn0001180	1653
2	2L	11454645	11456762	2.827835559845	11455708	2.645781874657	FBgn0004579	10105	FBgn0004579	10105
3	X	2293278	2296355	2.766458034515	2295054	2.406542420387	FBgn0003714	5078	FBgn0004050	8871
4	2R	20729106	20733256	2.715626716614	20730443	2.128491906559	FBgn0001325	3772	FBgn0001325	3772
5	2L	3832748	3835221	2.639971733093	3833993	2.440998470082	FBgn0004567	2849	FBgn0004567	2849
6	3L	14137519	14139738	2.527139186859	14138758	2.271010458469	FBgn0000411	5121	FBgn0000411	5121
7	3R	4518070	4521481	2.439853191376	4520516	2.259175002575	FBgn0001180	3024	FBgn0001180	3024
8	2L	12088175	12090420	2.435108184814	12089482	2.214772045612	FBgn0003145	3690	FBgn0003145	3690
9	2L	13224097	13228532	2.426414966583	13227537	1.722683962654	FBgn0032490	316	FBgn0032491	2180
10	2L	12080452	12082438	2.382426261902	12081344	2.263633847237	FBgn0003145	4448	FBgn0003145	4448
11	3R	26674402	26678742	2.352621555328	26675879	2.244544141433	FBgn0003720	2158	FBgn0003720	2158
12	3L	4674848	4679178	2.348115921021	4677535	2.20523222755	FBgn0042199	991	FBgn0042199	991
13	X	18137106	18139443	2.297451972961	18138485	1.904865503311	FBgn0004956	3277	FBgn0004956	3277
14	2R	5496591	5499364	2.276936531067	5498046	2.181661381441	FBgn0024923	2928	FBgn0024923	2928
15	2L	11074506	11076255	2.222506999969	11075439	1.83961391449	FBgn0032335	4378	FBgn0032335	4378
16	2R	5488698	5492121	2.065974235535	5489816	1.89721388287	FBgn0000606	1238	FBgn0000606	1238
17	3R	26680529	26683416	2.028604984283	26682441	1.906788377201	FBgn0003720	4404	FBgn0003720	4404
18	3L	14114265	14117624	2.003265857697	14115362	1.827262990615	FBgn0042630	18779	FBgn0000411	28517
19	2R	14787225	14789284	1.980990409851	14788537	1.707051575184	FBgn0003254	2052	FBgn0003254	2052
20	2R	7542111	7544089	1.973014831543	7543205	1.766077827005	FBgn0033675	390	FBgn0011704	41855
21	2L	13228729	13230795	1.896124839783	13229844	1.646490097046	FBgn0032491	127	FBgn0032491	127
22	X	11166778	11169127	1.887727737427	11167910	1.698190240299	FBgn0003411	346	FBgn0003411	346
23	3R	20574130	20576164	1.887474060059	20575220	1.496174531824	FBgn0003719	236	FBgn0003719	236
24	2R	16468154	16470997	1.885950088501	16470099	1.565192222595	FBgn0008636	1608	FBgn0034565	15720
25	2L	21863857	21865177	1.884449958801	21864785	1.711362719536	FBgn0032965	21069	FBgn0003866	48597
26	2R	15173252	15177755	1.880729675293	15176801	1.600985156165	FBgn0067695	207	FBgn0067695	207
27	3R	9736196	9738129	1.877424240112	9737289	1.670148086548	FBgn0000576	9708	FBgn0000576	9708
28	X	19925504	19927353	1.868584156036	19926413	1.587289585787	FBgn0031086	91	FBgn0031093	77249
29	3L	20630385	20632381	1.859102249146	20631339	1.57333463781	FBgn0001320	2135	FBgn0001320	2135
30	3R	13219205	13220911	1.8439412117	13220106	1.489758211024	FBgn0025456	199	FBgn0025456	199
31	3L	20632626	20634810	1.835519790649	20633599	1.725922865026	FBgn0001320	4395	FBgn0001320	4395
32	3L	8639297	8641282	1.833842754364	8640294	1.633597766652	FBgn0001168	9412	FBgn0001168	9412
33	3R	12567564	12569066	1.833659648895	12568285	1.515419125557	FBgn0003944	7937	FBgn0063261	8826
34	3R	9703419	9706393	1.817519187927	9704296	1.519436597824	FBgn0008646	4395	FBgn0000576	23285
35	3R	27017674	27019778	1.803989887238	27018793	1.485868902767	FBgn0004389	153	FBgn0004389	153
36	X	9534773	9537554	1.802463531494	9535603	1.695089101791	FBgn0000233	3806	FBgn0000233	3806
37	3L	15188411	15190137	1.799724578857	15189196	1.503487408161	FBgn0029114	11704	FBgn0029114	11704
38	X	20490149	20492000	1.797564506531	20491101	1.648943788865	FBgn0031128	3501	FBgn0003300	14016
39	X	8498506	8500970	1.796926498413	8499876	1.609021803912	FBgn0004102	3990	FBgn0004102	3990
40	2L	2576041	2579517	1.788455486298	2577631	1.532154588138	FBgn0031435	40	FBgn0031435	40
41	2L	3828244	3830231	1.784417152405	3829346	1.561571962693	FBgn0003430	3666	FBgn0003430	3666
42	2L	5274990	5278525	1.775188446045	5277452	1.684239983559	FBgn0000228	1106	FBgn0000228	1106
43	2R	8501050	8502581	1.768518447876	8501889	1.337001744439	FBgn0005624	4993	FBgn0005624	4993
44	2L	599853	602474	1.766833305359	600571	1.314856469631	FBgn0031270	2242	FBgn0031267	26339
45	3L	22335795	22338650	1.752383708954	22336725	1.644103169441	FBgn0004449	5003	FBgn0004449	5003
46	3R	2693102	2695091	1.737186431885	2694112	1.569631969228	FBgn0001077	4066	FBgn0001077	4066
47	2L	18592537	18595618	1.726775169373	18594255	1.600306928158	FBgn0003270	1126	FBgn0032693	54658
48	3L	14117957	14119868	1.7199177742	14119100	1.39013262356	FBgn0042630	22517	FBgn0000411	24779
49	X	448418	450716	1.717185020447	449731	1.48566829457	FBgn0003986	1868	FBgn0003986	1868
50	2R	9076518	9081137	1.708143234253	9079396	1.524304866791	FBgn0033856	4944	FBgn0033856	4944
51	2R	2087101	2088942	1.690239906311	2087947	1.518480357002	FBgn0033076	24844	FBgn0041145	34371
52	2R	6706475	6708661	1.679273605347	6707734	1.583690979901	FBgn0003396	18007	FBgn0033581	41771
53	3R	20583878	20586299	1.678453445435	20585000	1.398061573505	FBgn0000140	5375	FBgn0000140	5375
54	2R	15555170	15556919	1.675376415253	15556166	1.399457156658	FBgn0034480	36316	FBgn0004364	70208
55	2R	16554866	16556963	1.662330150604	16555945	1.498860955238	FBgn0003391	8796	FBgn0003391	8796
56	2L	1957006	1959082	1.661513805389	1958302	1.444651267108	FBgn0031375	3783	FBgn0031391	188985
57	3R	9636703	9638634	1.654815673828	9637693	1.438643519084	FBgn0053327	1148	FBgn0053327	1148
58	2L	3610092	3611977	1.653913497925	3611144	1.368973956389	FBgn0002985	4396	FBgn0002985	4396
59	3L	15982164	15984301	1.644495487213	15983166	1.381976306438	FBgn0044028	5573	FBgn0044028	5573
60	3R	20996291	21000076	1.637734413147	20998826	1.362003214219	FBgn0039285	443	FBgn0039286	11909
61	3R	25866086	25868507	1.6328997612	25866969	1.344435299144	FBgn0003510	32	FBgn0003510	32
62	2L	14488399	14491542	1.622436523438	14489353	1.431449472904	FBgn0005771	1509	FBgn0005771	1509
63	2L	8809076	8811185	1.618198394775	8809954	1.528488327475	FBgn0029123	15671	FBgn0029123	15671
64	3R	13905810	13907959	1.607479095459	13906594	1.406363487244	FBgn0038566	249	FBgn0038566	249
65	2L	3823705	3826697	1.603954792023	3825048	1.240540921688	FBgn0003430	632	FBgn0003430	632
66	3R	11408184	11410171	1.602530479431	11409267	1.27965781268	FBgn0038350	30773	FBgn0053207	82641
67	3R	13651148	13652955	1.600512504578	13652119	1.553318191977	FBgn0051246	14853	FBgn0051246	14853
68	2R	7309605	7312008	1.579675674438	7310447	1.309356857749	FBgn0033652	4171	FBgn0033652	4171
69	2L	5983234	5984341	1.571294784546	5983666	1.407929813161	FBgn0001942	1907	FBgn0001942	1907
70	3L	8660694	8662407	1.568598270416	8661646	1.31120800972	FBgn0001168	11940	FBgn0001168	11940
71	X	7164954	7166746	1.565247535706	7165767	1.375600993633	FBgn0029943	3209	FBgn0024250	12590
72	X	1679435	1681205	1.560286998749	1680358	1.458011178409	FBgn0029591	1458	FBgn0029591	1458
73	3L	5780283	5782100	1.556824207306	5780999	1.152930596296	FBgn0052415	3388	FBgn0035639	3921
74	X	2289681	2291818	1.54914855957	2290681	1.289178848267	FBgn0001150	5562	FBgn0001150	5562
75	2L	2455851	2457859	1.536887645721	2456792	1.38943195343	FBgn0012017	3252	FBgn0015816	35874
76	2L	13866970	13869110	1.533092975616	13867714	1.215611755848	FBgn0028532	18302	FBgn0051842	32676
77	3L	9002271	9004597	1.530923843384	9003267	1.470192400614	FBgn0035956	8911	FBgn0028789	12057
78	2R	19152388	19154491	1.525069236755	19153582	1.37003696666	FBgn0034886	11594	FBgn0016762	48016
79	3R	173215	175269	1.524638175964	174361	1.477148560917	FBgn0001204	1989	FBgn0001204	1989
80	X	20501020	20504083	1.523218631744	20502404	1.380523288951	FBgn0003300	2713	FBgn0003300	2713
81	3R	21457912	21460117	1.507900238037	21459241	1.394847750664	FBgn0039350	4308	FBgn0039350	4308
82	3R	673974	676355	1.491688251495	675294	1.36427873373	FBgn0003002	3241	FBgn0003002	3241
83	X	8972148	8973751	1.485103607178	8972908	1.268026183633	FBgn0030090	7331	FBgn0030092	21372
84	3R	863838	865937	1.478629589081	864877	1.274546686808	FBgn0010313	47531	FBgn0010313	47531
85	2R	6752839	6754422	1.477387905121	6753578	1.267395412221	FBgn0033590	988	FBgn0033590	988
86	X	5519220	5521163	1.476583003998	5520214	1.398465605343	FBgn0029785	2535	FBgn0029785	2535
87	X	7141601	7143222	1.473423480988	7142419	1.249051374548	FBgn0025549	5879	FBgn0025549	5879
88	2R	16053067	16055021	1.470604896545	16054230	1.335310094497	FBgn0034514	102	FBgn0034514	102
89	2R	11412336	11413718	1.468632698059	11413179	0.938431671688	FBgn0053463	1889	FBgn0003425	7462
90	2L	3541454	3543170	1.465435028076	3542374	1.185877680779	FBgn0024244	3123	FBgn0031549	12088
91	2R	16874467	16876063	1.456532478333	16875248	1.270334243774	FBgn0000395	725	FBgn0000395	725
92	3R	21008030	21010507	1.442553043365	21009610	1.325781702995	FBgn0039286	1125	FBgn0039286	1125
93	X	8675468	8677842	1.431523799896	8676866	1.198894679546	FBgn0052710	12408	FBgn0030061	116679
94	2R	9084587	9087561	1.431264877319	9085667	1.072611868382	FBgn0033857	4469	FBgn0033856	11215
95	2L	3071085	3073070	1.430901527405	3072027	1.331713171566	FBgn0027571	15412	FBgn0003934	23326
96	3L	11210379	11211860	1.430425643921	11211080	1.256166394552	FBgn0036150	1195	FBgn0041094	15176
97	3R	679356	681178	1.42950963974	680003	1.058925235973	FBgn0003002	1468	FBgn0003002	1468
98	X	8487676	8489552	1.428133010864	8488346	1.149679005146	FBgn0004102	7540	FBgn0004102	7540
99	2R	8046080	8047667	1.42636346817	8047035	1.049134190877	FBgn0011592	2072	FBgn0011592	2072
100	2R	16112136	16113645	1.423331260681	16112783	1.106061756611	FBgn0050153	1071	FBgn0046816	8161
101	2L	4822901	4824409	1.413767814636	4823515	1.111434824326	FBgn0031632	1739	FBgn0031632	1739
102	3R	20134326	20136202	1.413523674011	20135269	1.255598460927	FBgn0028471	8873	FBgn0028471	8873
103	2L	20058007	20059711	1.412403106689	20058945	1.240746946896	FBgn0019686	1539	FBgn0019686	1539
104	3R	19020548	19022358	1.409562110901	19021424	1.360927245196	FBgn0011596	8332	FBgn0039066	55842
105	3R	10504795	10506775	1.405906677246	10505655	1.225011295742	FBgn0038252	16490	FBgn0051314	17402
106	X	6889156	6890844	1.401083469391	6890051	1.419413248698	FBgn0029931	4207	FBgn0029931	4207
107	X	18632743	18634243	1.393935680389	18633541	1.213902136859	FBgn0001090	1925	FBgn0001090	1925
108	X	15517679	15519286	1.391300201416	15518504	1.257941246033	FBgn0030667	3248	FBgn0030671	19558
109	2L	16348913	16350597	1.391176223755	16349695	1.153049588203	FBgn0028506	830	FBgn0028506	830
110	X	11821978	11823689	1.382826805115	11822883	1.249228477478	FBgn0003865	33	FBgn0003865	33
111	3R	26252793	26254699	1.38240814209	26253749	1.278156336616	FBgn0039767	249	FBgn0039767	249
112	3R	25982441	25983996	1.379578590393	25983152	1.098458458396	FBgn0039749	421	FBgn0065067	50382
113	3R	4102499	4104450	1.379064559937	4103311	1.271364324233	FBgn0010433	203	FBgn0037561	7707
114	3L	8643289	8646141	1.373820781708	8645193	1.32117099762	FBgn0001168	4513	FBgn0001168	4513
115	2L	7009464	7011221	1.367854118347	7010375	1.20137719547	FBgn0031880	3121	FBgn0051908	16920
116	2R	3743615	3746471	1.366522789001	3745645	1.19199775247	FBgn0010109	1505	FBgn0010109	1505
117	2L	6372450	6377368	1.361501216888	6373382	1.294279456139	FBgn0043854	967	FBgn0043854	967
118	2L	2163997	2165941	1.355612754822	2165126	1.123027240529	FBgn0031393	9366	FBgn0031393	9366
119	3L	21413278	21415659	1.339059829712	21414305	1.220404307048	FBgn0014143	3908	FBgn0014143	3908
120	3L	17614794	17616459	1.338754177094	17615549	1.180009305477	FBgn0052179	3986	FBgn0052179	3986
121	3R	12651328	12653108	1.335542678833	12652288	1.098652895759	FBgn0000014	3481	FBgn0020546	23438
122	3R	15	1464	1.332527160645	643	1.088683605194	FBgn0037213	263	FBgn0037213	263
123	2L	1517005	1518744	1.328464508057	1517871	1.116468048096	FBgn0001174	313	FBgn0001174	313
124	X	2284587	2287828	1.327208518982	2286910	1.233228459078	FBgn0001150	1791	FBgn0001150	1791
125	3R	2629912	2631307	1.326056957245	2630582	0.975616157055	FBgn0082182	4674	FBgn0082182	4674
126	3R	2673298	2674612	1.321773052216	2673952	0.997814010171	FBgn0003339	1934	FBgn0001077	16094
127	3L	4737576	4739409	1.317083358765	4738566	1.223899006844	FBgn0035572	310	FBgn0035570	47863
128	X	255967	257414	1.308868408203	256626	1.01221668019	FBgn0004170	3744	FBgn0004170	3744
129	2L	2369981	2371417	1.301814079285	2370674	1.219711720943	FBgn0031417	850	FBgn0028485	5339
130	3L	18558480	18559257	1.296335697174	18558892	1.089697491039	FBgn0003683	132	FBgn0036800	29061
131	2R	20315440	20317355	1.294939994812	20316378	1.23009075838	FBgn0000157	6052	FBgn0050423	67058
132	3R	24897418	24900430	1.294345855713	24897991	1.012572824955	FBgn0039632	9110	FBgn0039633	24718
133	3R	2569564	2571471	1.289877891541	2570802	1.018155827242	FBgn0004054	940	FBgn0004054	940
134	2L	19333235	19335122	1.287127971649	19334201	1.029192388058	FBgn0024245	24952	FBgn0024245	24952
135	2L	14435574	14437143	1.286791324615	14436406	1.090252147001	FBgn0028871	11275	FBgn0005771	54456
136	3L	13030329	13031673	1.28676700592	13030880	1.049949918474	FBgn0036343	4461	FBgn0036342	9909
137	3L	13351374	13353722	1.286558151245	13352103	1.225726520314	FBgn0036349	429	FBgn0036349	429
138	2L	8831676	8833536	1.280174732208	8832672	1.134606149462	FBgn0029123	7047	FBgn0029123	7047
139	X	6884909	6887082	1.279170513153	6885942	1.174630292257	FBgn0029931	98	FBgn0029931	98
140	3R	2579058	2581883	1.274611949921	2580096	1.148428355946	FBgn0004053	175	FBgn0004053	175
141	2L	15320140	15322790	1.270155906677	15322114	1.085554250081	FBgn0041103	6279	FBgn0001981	7679
142	3R	8207338	8209121	1.265962600708	8208148	1.015830881455	FBgn0038028	264	FBgn0038028	264
143	3L	18261157	18262536	1.265468597412	18261897	1.153174344231	FBgn0036784	2260	FBgn0011706	101765
144	2R	19146273	19147598	1.263398170471	19147038	0.911242246628	FBgn0004795	6826	FBgn0016762	54560
145	2R	20171344	20174343	1.262695789337	20173376	1.105292320251	FBgn0035046	1351	FBgn0035046	1351
146	2R	2084401	2086259	1.256404876709	2085348	1.038499776055	FBgn0033076	27443	FBgn0041145	36970
147	3L	9464886	9466141	1.254607200623	9465366	0.79081698025	FBgn0052037	775	FBgn0036005	3652
148	3R	7600422	7601867	1.251424312592	7601126	0.953412841348	FBgn0011471	3700	FBgn0011471	3700
149	2L	3821528	3823100	1.25042963028	3822138	1.033017516136	FBgn0003430	3542	FBgn0003430	3542
150	3R	2774235	2775696	1.248707771301	2775013	0.940367762248	FBgn0051488	8443	FBgn0001077	84967
151	3R	12351231	12353306	1.248240470886	12352143	1.027508679558	FBgn0038441	12971	FBgn0027053	56320
152	3L	21079203	21080739	1.246171951294	21079650	1.188830635764	FBgn0037051	9768	FBgn0037051	9768
